Date,Region,Place,Trigger,Weak Layer,Depth,Width,Vertical,Aspect,Elevation,Coordinates,Caught,Carried,Buried - Partly,Buried - Fully,Injured,Killed
2/20/2019,Salt Lake,Dutch Draw,Skier,,"6""",50',,Northeast,"9,600'","40.650527054844, -111.587867873040",,,,,,
2/20/2019,Salt Lake,Limber Pine,Skier,Density Change,"6""",200',"1,000'",South,"10,300'","40.589482193178, -111.673600660870",,,,,,
2/19/2019,Moab,La Sal Mountains,Snowmobiler,Facets,2.5',175',200',East,"10,800'","38.476438208004, -109.231696116370",,,,,,
2/19/2019,Salt Lake,Silver Fork Headwall,,,,,,North,"9,500'","40.598443709465, -111.626672731950",,,,,,
2/18/2019,Skyline,Huntington Canyon Mile 30.5 East facing,Natural,Facets,2.5',350',450',East,"8,500'","39.495477532777, -111.158884750980",,,,,,
2/18/2019,Skyline,SR 264,Natural,Facets,4.5',45',50',Northeast,"8,400'","39.645345829135, -111.249103533400",,,,,,
2/17/2019,Salt Lake,Pioneer Peak,Snowboarder,,"12""",500',,Northeast,"10,300'","40.581576256592, -111.587399671220",,1,,,,
2/17/2019,Skyline,Scofield Reservoir,Unknown,,,,,East,"7,800'","39.761946053860, -111.168841110870",,,,,,
2/17/2019,Uintas,Upper Weber Canyon,Snowmobiler,Ground Interface,6',"1,000'",800',Northeast,"10,100'","40.834300908925, -111.068837629950",,,,,,
2/17/2019,Provo,Bunnels,,,,,,,,,,,,,,
2/16/2019,Skyline,The Dungeon,Snowmobiler,,,,,West,"9,300'","39.314306094929, -111.466147886850",,,,,,
2/16/2019,Salt Lake,Claytons,Skier,New Snow,2',300',500',Northeast,"10,000'",,,,,,,
2/16/2019,Skyline,Cow Fork,Natural,Facets,,,"1,000'",Northeast,"10,100'","39.448084931107, -111.369888769740",,,,,,
2/16/2019,Salt Lake,Silver Fork Headwall,Skier,,5',150',,North,"10,000'","40.598687079347, -111.627367424080",,,,,,
2/16/2019,Salt Lake,Guardsman Pass area,Skier,Facets,3',200',,East,"9,000'",,1,1,,1,,
2/15/2019,Ogden,Wheeler Creek,Natural,Wet grains,"15""",30',,West,"5,300'","41.242570011187, -111.832865941660",,,,,,
2/15/2019,Logan,Tony Grove,Natural,,,,,East,"9,100'","41.899114778444, -111.659610258650",,,,,,
2/15/2019,Skyline,South Fork,Natural,Facets,,,,Northeast,"10,300'","39.417059680370, -111.387484060880",,,,,,
2/15/2019,Skyline,Pleasant Creek,Natural,Facets,,,"1,000'",North,"10,100'","39.512438659099, -111.320986734980",,,,,,
2/15/2019,Ogden,Wheeler Creek,Natural,,,,,West,"5,500'",,,,,,,
2/15/2019,Skyline,Mt Baldy,Snowmobiler,Facets,"3""","1,000'",,Northeast,"10,000'","39.126691758477, -111.508247839550",,,,,,
2/15/2019,Skyline,BBQ Bowl,Natural,Facets,,,,Northeast,"10,300'","39.508001964017, -111.319270121220",,,,,,
2/15/2019,Skyline,Lake Canyon,Natural,Facets,,,,Northeast,"10,000'","39.571268691033, -111.285066591860",,,,,,
2/15/2019,Uintas,Uintas,Natural,Ground Interface,6',"1,500'","1,000'",East,"10,500'",,,,,,,
2/15/2019,Provo,Mill Canyon Peak,Natural,,4',"1,500'",,East,"10,200'",,,,,,,
2/15/2019,Logan,Smithfield Dry Canyon,Natural,Wet grains,"6""",100',,North,"5,100'",,,,,,,
2/15/2019,Uintas,Uintas,Natural,Ground Interface,4.5',250',600',Northeast,"11,200'","40.699251194353, -110.978457914990",,,,,,
2/15/2019,Provo,Lost Creek,Natural,,,,,Southeast,,,,,,,,
2/15/2019,Salt Lake,West Monitor,Skier,New Snow/Old Snow Interface,"18""",250',800',Northeast,"10,000'",,,,,,,
2/15/2019,Logan,North Face of Providence Peak,Natural,Facets,7',"1,000'","1,000'",East,"9,300'","41.703902243912, -111.712181555330",,,,,,
2/14/2019,Salt Lake,Kessler Peak,Skier,,"6""",50',,North,"9,000'","40.628529320545, -111.680454375450",,,,,,
2/14/2019,Provo,The Fang,,,,,,,,,,,,,,
2/14/2019,Logan,Maple Rise,Natural,Wet grains,"16""",300',"1,250'",East,"6,700'","41.655342882902, -111.986196028250",,,,,,
2/14/2019,Provo,Bunnels,Natural,,,,,,,,,,,,,
2/14/2019,Salt Lake,Highline,Natural,,2.5',200',,Northeast,,,,,,,,
2/14/2019,Salt Lake,Big Cottonwood Canyon,Natural,New Snow/Old Snow Interface,"10""",100',50',West,"7,200'","40.649875856706, -111.661391245430",,,,,,
2/14/2019,Logan,East Faces-Wellsville Range,Natural,New Snow/Old Snow Interface,,250',"2,500'",East,"8,600'","41.671533407815, -112.026965605290",,,,,,
2/14/2019,Salt Lake,Summit Park,Natural,,,,,Northeast,,,,,,,,
2/14/2019,Logan,Logan River below Temple Fork,Natural,Wet grains,,,,North,"6,600'","41.831072287236, -111.598885046570",,,,,,
2/14/2019,Ogden,Willard Peak,Natural,,,,"2,000'",Southeast,,"40.713955825692, -112.840576158910",,,,,,
2/14/2019,Logan,Red Slide,Natural,Wet grains,"14""",90',400',East,"6,000'","41.700666093172, -112.015528666040",,,,,,
2/14/2019,Skyline,Emerald Lake,Natural,,2',400',,East,"10,500'","39.073138386180, -111.501724707220",,,,,,
2/14/2019,Logan,Maple Bench,Natural,Wet grains,"14""",400',700',East,"6,400'","41.688841544138, -112.012460218920",,,,,,
2/14/2019,Logan,Wellsville Canyon,Natural,,"12""",45',,North,"5,200'","41.604219852713, -111.969104992410",,,,,,
2/14/2019,Provo,Back of Bobs,Natural,New Snow/Old Snow Interface,3',600',,East,"8,400'","40.411568189095, -111.610622393210",,,,,,
2/14/2019,Salt Lake,Butler Fork,Natural,,"6""",300',,East,"9,200'",,,,,,,
2/14/2019,Salt Lake,west porter,Natural,,"6""",60',,Southeast,"7,700'","40.677186275745, -111.717601271160",,,,,,
2/14/2019,Provo,Corral Mtn,Natural,,,50',,Northeast,,,,,,,,
2/14/2019,Skyline,Rolfson,Natural,,,,,Northeast,"10,200'","39.554076801413, -111.305108057620",,,,,,
2/14/2019,Salt Lake,Butler Fork,Natural,,"8""",70',,Southwest,"7,400'","40.651299835637, -111.662205295850",,,,,,
2/14/2019,Salt Lake,Cardiff Peak,Natural,New Snow,"14""",,,North,"10,000'","40.595673914500, -111.653387533730",,,,,,
2/14/2019,Salt Lake,Butler Basin,Skier,,"10""",200',,East,"9,400'","40.663150394129, -111.677311497050",,,,,,
2/14/2019,SE Idaho,Bloomington Canyon,Natural,,"6""",20',,Northeast,"8,500'",,,,,,,
2/14/2019,Logan,Beaver Mountain Backside,Natural,New Snow/Old Snow Interface,"10""",100',100',West,"7,000'","41.953490244855, -111.542215334490",,,,,,
2/14/2019,Salt Lake,The Ice Box,Unknown,,,,,Northeast,"9,400'","40.662410304551, -111.726150499880",,,,,,
2/13/2019,Logan,Providence Quarry,Natural,,,,,South,"6,800'","41.691517479272, -111.740226732770",,,,,,
2/12/2019,Provo,Provo,Skier,,2.5',150',"1,000'",Northeast,"10,500'",,,,,,,
2/11/2019,Logan,Mill Hollow,Natural,Facets,4',250',,Northwest,"8,900'","41.719645115000, -111.726591723270",,,,,,
2/10/2019,Salt Lake,Murdock Peak,Natural,,2',250',600',North,"9,600'","40.693784928524, -111.604313837610",,,,,,
2/10/2019,Salt Lake,Snake Creek,Natural,Facets,,,,Northeast,,,,,,,,
2/9/2019,Uintas,Mill Hollow,Snow Bike,,,,100',East,"8,200'","40.504858933095, -111.075347351220",1,1,1,,,
2/9/2019,Provo,Woolly Hole,Unknown,,,450',,Northeast,"9,800'","40.424131695920, -111.664589456170",,,,,,
2/9/2019,Uintas,Chalk Creek,Snowmobiler,Facets,5.5',"1,000'",500',Northwest,"10,300'","40.857290413674, -111.013495367090",1,1,,1,1,1
2/9/2019,Uintas,Uintas,Snowmobiler,New Snow/Old Snow Interface,2.5',300',500',Northeast,"10,000'","40.825691495585, -110.959339129130",,,,,,
2/8/2019,Salt Lake,Pioneer Ridge,Skier,,2',100',,North,"10,400'",,,1,,,,
2/8/2019,Salt Lake,Highway to Heaven,,,,,,,,,,,,,,
2/8/2019,Salt Lake,Cardiff Fork,Unknown,New Snow,,60',400',North,"10,200'",,,,,,,
2/8/2019,Salt Lake,Preston Peak,Skier,,"3""",100',,East,"10,000'","40.579340101592, -111.571108090010",,,,,,
2/8/2019,Provo,Primrose Cirque,Natural,,,,,,"10,000'","40.397424075433, -111.633619429010",,,,,,
2/8/2019,Salt Lake,Little Superior,Skier,,"8""",50',,Southeast,"10,100'","40.592190378019, -111.660532938550",,,,,,
2/8/2019,Salt Lake,White Pine,Natural,New Snow,"12""",50',50',Northwest,"9,000'","40.554243647690, -111.678750502170",,,,,,
2/8/2019,Southwest,Niotche Creek,Snowmobiler,Facets,,,,East,"10,500'","38.742663946565, -111.661798941200",,,,,,
2/8/2019,Uintas,Mill Hollow,Snowmobiler,,"14""",40',,Southeast,"9,500'","40.449951608579, -111.144819246900",,,,,,
2/8/2019,Ogden,"Sharp Mountain, west face",Skier,Depth Hoar,4',300',"1,250'",Northwest,"8,500'","41.428352792383, -111.727051722090",,,,,,
2/7/2019,Skyline,Wedding Ring Ridge,Natural,,,,,Northeast,"9,600'","39.603547793626, -111.283693300850",,,,,,
2/7/2019,Salt Lake,Wolverine Cirque,Natural,,,,,,,,,,,,,
2/7/2019,Salt Lake,Squaretop,Skier,,"18""",250',,Northeast,"9,500'","40.665237444033, -111.600407078040",,,,,,
2/7/2019,Uintas,Chalk Creek,Natural,Facets,4',"1,500'","1,500'",Northeast,"10,400'","40.841151705930, -111.109156595850",,,,,,
2/7/2019,Uintas,Smith-Moorehouse,Natural,,8',80',500',East,"9,800'",,,,,,,
2/7/2019,Salt Lake,Pioneer Ridge,Skier,,"12""",100',,North,"10,000'","40.582075306366, -111.582211094230",,1,,,,
2/7/2019,Southwest,Circleville Mountain,Snowmobiler,Facets,,800',300',East,"11,000'","38.200772369793, -112.404536091650",2,2,1,1,1,1
2/7/2019,Logan,Wellsville Mountain Wilderness,Natural,New Snow/Old Snow Interface,,,,East,"8,500'","41.655214624871, -112.014327036410",,,,,,
2/7/2019,Salt Lake,Wall of Voodoo,Skier,New Snow,"6""",,,North,"9,600'",,1,1,1,,,
2/7/2019,Ogden,Lewis Peak Area,Natural,,,,,Northeast,"7,600'","41.307494985757, -111.891142564090",,,,,,
2/6/2019,Salt Lake,Great White Icicle,Natural,,,,,North,,"40.568217478198, -111.740930181950",,,,,,
2/6/2019,Provo,Primrose Cirque,Natural,,,"1,000'",,East,"10,400'",,,,,,,
2/6/2019,Salt Lake,Great White Icicle,Natural,,,,,North,,,,,,,,
2/6/2019,Salt Lake,Big Willow,Natural,,,,,Northwest,"10,000'",,,,,,,
2/6/2019,Salt Lake,Mineral Fork,Natural,,,,,Northeast,"9,400'",,,,,,,
2/6/2019,Uintas,Weber Canyon,Natural,Facets,2.5',150',"1,000'",Northwest,"10,000'",,,,,,,
2/6/2019,Uintas,Uintas,Natural,Facets,4',"1,000'",800',Northeast,"9,900'","40.823617447905, -111.093814360290",,,,,,
2/6/2019,Salt Lake,Ivory Flakes,Natural,,4',300',,Northeast,"10,400'",,,,,,,
2/5/2019,Uintas,Smith-Moorehouse,Natural,,,,,Northeast,"9,900'",,,,,,,
2/5/2019,Salt Lake,Butler Basin,Natural,,,,,Northeast,"9,400'",,,,,,,
2/5/2019,Salt Lake,Mill D North,Natural,,,,,North,"9,200'","40.649243412588, -111.622504579150",,,,,,
2/5/2019,Salt Lake,10420,Skier,,10',200',,Northeast,"10,800'",,,,,,,
2/5/2019,Salt Lake,Days Headwall,Snowboarder,,4',60',,North,"10,500'","40.599290917947, -111.641356149930",,,,,,
2/5/2019,Salt Lake,Scotts Peak,Natural,Facets,4.5',"1,000'",700',Northeast,"9,900'",,,,,,,
2/5/2019,Salt Lake,South Monitor Bowl,Natural,Facets,,50',,Northeast,"9,600'",,,,,,,
2/5/2019,Salt Lake,South Monitor Bowl,Natural,Facets,8',"1,500'",800',Northeast,"9,900'",,,,,,,
2/5/2019,Salt Lake,Patsy Marly,Skier,,"10""",10',,North,"9,700'",,,,,,,
2/4/2019,Salt Lake,Cone,Skier,,2',60',,Northeast,"8,800'","40.648350349314, -111.616823995710",,,,,,
2/4/2019,Salt Lake,Little Water Peak,Skier,Facets,3',200',500',Northeast,"9,500'","40.671671722296, -111.625899524140",,,,,,
2/4/2019,Provo,Timpanogos,Natural,,5.5',500',,Northeast,"8,500'","40.370114898106, -111.616471994100",,,,,,
2/4/2019,Logan,Logan Peak,Natural,Facets,,,,North,"9,500'","41.714891124246, -111.719069468090",,,,,,
2/3/2019,Logan,Logan,Natural,,"12""",25',200',West,"5,900'","41.825188277932, -111.599807726450",,,,,,
2/3/2019,Salt Lake,10420,Snowmobiler,,,,,North,"10,200'",,,,,,,
2/3/2019,Salt Lake,Pioneer Peak,Snowboarder,,2',300',,North,"10,000'",,,,,,,
2/3/2019,Logan,Hardware Ranch Area,Natural,,"12""",25',,Northeast,"5,700'","41.598964915348, -111.571955668050",,,,,,
2/3/2019,Uintas,Smith-Moorehouse,Natural,New Snow/Old Snow Interface,"6""",50',"1,500'",East,"10,000'","40.762324061944, -111.109083879240",,,,,,
2/2/2019,Provo,Santaquin Canyon,Natural,,,,,North,"6,000'",,,,,,,
2/2/2019,Salt Lake,Mineral Fork,Snowboarder,,"6""",40',,Northwest,"9,400'","40.606750369516, -111.673463868230",,,,,,
2/2/2019,Salt Lake,Coalpit 4,Natural,,,10',150',North,"7,600'",,,,,,,
2/2/2019,Provo,Cold Fusion,Snowboarder,,,50',,Northwest,"10,300'","40.421087753824, -111.674698033650",,1,,,,
2/2/2019,Salt Lake,Little Cottonwood Canyon,Natural,Facets,,,,North,,,,,,,,
2/2/2019,Provo,Santaquin Canyon,Natural,,5',60',,Northeast,,,,,,,,
2/1/2019,Skyline,Seeley Canyon,Snowmobiler,Facets,,,,East,"10,500'","39.514491362448, -111.302790629030",,,,,,
1/31/2019,Logan,"Star Valley, Wyoming",Snowmobiler,,3',200',,South,"9,300'","42.650013309994, -110.755212294300",1,1,,,,
1/27/2019,Salt Lake,Alexander Basin,Unknown,,,,,Northeast,"9,600'","40.673192386108, -111.681947695330",,,,,,
1/27/2019,Salt Lake,Little Pine,Natural,,,30',,South,,,,,,,,
1/27/2019,Logan,"Mt. Magog, South Ridge",Natural,,,125',,East,,,,,,,,
1/26/2019,Uintas,Mill Hollow,,,3',30',,South,"9,700'",,,,,,,
1/26/2019,Skyline,Lowry Fork,Snowmobiler,Facets,,,,Northeast,"10,200'","39.254889326919, -111.477477537720",,,,,,
1/26/2019,Skyline,Seely Creek,Natural,,,,,,,"39.312745543962, -111.434605108830",,,,,,
1/26/2019,Skyline,Huntington Reservior,Snowmobiler,Facets,,,,Northeast,"9,700'","39.604006295548, -111.284508692380",,,,,,
1/26/2019,Skyline,Manti Canyon,,,,,,,,,,,,,,
1/26/2019,Uintas,Currant Creek Peak,Snowmobiler,,3',100',,East,"9,800'","40.375811082999, -111.184494482660",,2,,,,
1/26/2019,Uintas,Hoyt Peak,Snowmobiler,,"5""",300',,East,"9,200'","40.695928122190, -111.197862612380",,,,,,
1/26/2019,Ogden,Willard Peak,Natural,,,,,Southeast,"7,900'","41.384730629638, -111.954216972180",,,,,,
1/25/2019,Uintas,Humpy Creek,Snowmobiler,Facets,3',400',600',Northeast,"10,700'","40.875552993281, -110.998821245830",,,,,,
1/25/2019,Skyline,Island Lake,Natural,Facets,3',250',450',Northeast,"10,900'","39.060946371125, -111.519480930890",,,,,,
1/25/2019,Moab,East Face Laurel Peak,Snowmobiler,Facets,4',900',"1,500'",East,"12,200'","38.456579716615, -109.237081992090",1,1,,1,,1
1/25/2019,Salt Lake,Summit Park,Snowboarder,,"14""",70',,Northeast,"8,000'",,,,,,,
1/25/2019,Skyline,Seely Creek,Snowmobiler,,4.5',150',,Northeast,"10,100'","39.303073948594, -111.426051651030",,1,,,,
1/25/2019,Salt Lake,Superior,Snowboarder,,,,,Southeast,"10,500'","40.591242003874, -111.665339457100",,,,,,
1/25/2019,Skyline,Skyline,Snowmobiler,Facets,,,,,,,,,,,,
1/24/2019,Skyline,Seely Creek,Natural,,2',800',,South,"10,100'",,,,,,,
1/24/2019,Salt Lake,East Bowl,Natural,,3',,,Northeast,"9,700'","40.674608272692, -111.681749882400",,,,,,
1/23/2019,Salt Lake,Wilson Chutes,Skier,,"16""",20',,Northeast,"9,900'",,,,,,,
1/23/2019,Salt Lake,Depth Hoar Bowl,Natural,,"12""",40',,East,"9,500'",,,,,,,
1/23/2019,Provo,Cascade Ridge,,,,,"2,250'",West,"10,600'","40.304661455033, -111.609176385580",,,,,,
1/23/2019,Salt Lake,Porter Fork,Natural,,,80',,West,"9,200'",,,,,,,
1/23/2019,Moab,Moab,Natural,,,250',,North,"10,800'","38.453066739846, -109.276141660850",,,,,,
1/22/2019,Uintas,Soapstone,Snowmobiler,Facets,2.5',300',200',Northeast,"9,200'",,,,,,,
1/22/2019,Salt Lake,Bonneville Shoreline Trail,Natural,,"6""",20',,West,"5,200'","40.773550043223, -111.831831106660",,,,,,
1/22/2019,Uintas,Boundary Creek,Skier,,3',50',,Northwest,"10,000'",,,,,,,
1/22/2019,Uintas,Moffit Basin,Snowmobiler,Facets,4',"1,500'",450',Northeast,"10,600'",,,,,,,
1/22/2019,Ogden,North Ogden Divide,Skier,New Snow/Old Snow Interface,"7""",15',100',South,"7,000'","41.326665657790, -111.903948771030",,,,,,
1/22/2019,Provo,Timpanogos,Skier,,,50',,East,"8,200'","40.416796155948, -111.613605009640",,,,,,
1/22/2019,Provo,Timpanogos,Skier,,,50',,East,"8,000'","40.421337622433, -111.613047110150",,,,,,
1/22/2019,Skyline,South Fork,Natural,Facets,2',150',500',Northeast,"10,300'","39.486058232381, -111.334290491710",,,,,,
1/22/2019,Uintas,Chalk Creek,Snowmobiler,Facets,2.5',250',,Northeast,"9,800'",,,,,,,
1/22/2019,Uintas,Super Bowl,,,,"1,000'",,,,,1,1,,,,
1/22/2019,Provo,Provo,Natural,,2.5',200',"1,000'",East,"8,200'","39.968174500390, -111.727867113650",,,,,,
1/21/2019,Salt Lake,Emma Ridges,Skier,New Snow,"16""",250',500',South,"9,700'",,2,2,,,,
1/21/2019,Salt Lake,Thomas Fork,Skier,,"18""",80',,Northeast,"9,000'","40.653896903666, -111.751395451120",,,,,,
1/21/2019,Uintas,Uintas,Natural,,2',200',,Northwest,"6,700'","40.592595437884, -111.417506026360",,,,,,
1/21/2019,Salt Lake,Murdock Peak,Skier,New Snow/Old Snow Interface,"14""",50',,Northeast,"9,500'","40.693817483494, -111.603666105710",,,,,,
1/21/2019,Provo,Timpanogos,Natural,,5',"1,500'",,Southwest,"11,000'","40.406779886713, -111.662976252850",,,,,,
1/21/2019,Uintas,Hoyt Peak,Natural,New Snow/Old Snow Interface,2',250',150',Northwest,"8,700'","40.670466920290, -111.218612181300",,,,,,
1/21/2019,Salt Lake,Bountiful,,,,,,Southeast,"8,700'","40.868480902167, -111.759958715920",,,,,,
1/21/2019,Moab,Moab,Natural,Facets,3',800',"1,000'",Northeast,"10,200'","38.463871879209, -109.274182307170",,,,,,
1/20/2019,Salt Lake,White Pine Gulch,Unknown,,,,,West,"9,700'",,,,,,,
1/19/2019,Salt Lake,Two Dogs,Skier,,2',60',,Northeast,"10,200'",,,,,,,
1/19/2019,Ogden,Cutler Ridge,Unknown,,"12""",40',,North,"6,900'","41.379642346132, -111.927809702420",,,,,,
1/19/2019,Salt Lake,White Pine,Natural,,4',100',,North,"10,500'",,,,,,,
1/19/2019,Ogden,Snowbasin,Skier,,"5""",40',,Southeast,"8,700'","41.208495011990, -111.877453910390",,,,,,
1/19/2019,Uintas,Uintas,Explosive,Facets,4.5',450',"1,250'",Northeast,"10,400'","41.286062386830, -110.044555651480",,,,,,
1/19/2019,Salt Lake,Grandview Peak,Snowmobiler,,"18""",,,Southeast,"8,200'","40.864101585247, -111.767998324930",,,,,,
1/19/2019,Salt Lake,Bountiful,,Facets,2',50',60',West,"8,100'",,,,,,,
1/19/2019,Ogden,Bountiful mountains,Snow Bike,,,,,,,,,,,,,
1/19/2019,Logan,Mitton Peak,Natural,,,,,Southeast,"7,600'","41.610485104194, -112.000465380210",,,,,,
1/19/2019,Salt Lake,Grandview Peak,Natural,,"18""",300',400',East,"8,600'","40.866882817779, -111.760192851280",,,,,,
1/18/2019,Skyline,Lake Canyon,Natural,Facets,,300',,North,"10,200'","39.569912375038, -111.306180941220",,,,,,
1/18/2019,Logan,South Wood Camp,Natural,Facets,,,,East,"8,400'","41.808684584461, -111.683878885810",,,,,,
1/18/2019,Skyline,Lake Canyon,Natural,Facets,,,,Northeast,"9,900'","39.580762158028, -111.296739565490",,,,,,
1/18/2019,Logan,North Beirdneau Ridge,Natural,Facets,,,,East,"8,400'","41.799087458789, -111.689200388480",,,,,,
1/18/2019,Skyline,Lake Canyon,Natural,,,,,Southeast,"10,200'","39.577218524810, -111.314806925410",,,,,,
1/18/2019,Salt Lake,Silver Fork,Natural,,,,,Northeast,"9,000'",,,,,,,
1/18/2019,Provo,Snake Creek,Natural,,"20""",80',,Southeast,"9,200'","40.553004582289, -111.564853178580",,,,,,
1/18/2019,Provo,Snake Creek,Unknown,,"10""",80',,Southeast,"8,000'","40.564228699574, -111.552654492000",,,,,,
1/18/2019,Moab,Moab,Natural,,"12""",50',,Northwest,"10,900'","38.467256750517, -109.247637825660",,,,,,
1/18/2019,Ogden,Cutler Ridge,Unknown,Facets,"20""",200',200',Northeast,"7,000'","41.378901710713, -111.928861128370",,,,,,
1/18/2019,Uintas,Heber Mountain,Snowmobiler,,2',200',,Northeast,"10,000'","40.436283089802, -111.168004345430",,,,,,
1/18/2019,Salt Lake,Scotts Peak,Skier,,,,,Northeast,"9,600'",,,,,,,
1/18/2019,Moab,Moab,Natural,Facets,4',"1,500'",800',Northeast,"11,400'","38.444547717323, -109.248669135040",,,,,,
1/18/2019,Skyline,Electric Lake,Skier,Facets,3',500',600',Northeast,"9,500'","39.632615873893, -111.249983297960",1,1,,1,,1
1/18/2019,Logan,Castle Rock,Natural,Facets,4',"1,500'",800',North,"9,600'","41.901797919711, -111.668064581460",,,,,,
1/18/2019,Uintas,Upper Weber Canyon,Skier,Facets,2',100',,Northeast,"9,200'",,,,,,,
1/18/2019,Skyline,Chute Camp Site,Natural,Facets,,,800',Northeast,"9,000'","39.570028710616, -111.188281761780",,,,,,
1/18/2019,Logan,Oscar Mayer,Natural,Facets,,,,Northwest,"8,800'","41.709573125174, -111.736407267150",,,,,,
1/18/2019,Skyline,SR 264,,,,,,Southeast,"8,700'","39.642861006837, -111.238868223800",,,,,,
1/17/2019,Provo,Buckley Mountain,Natural,,,150',,West,"8,000'","40.214082992077, -111.598941624400",,,,,,
1/17/2019,Provo,Cascade,Natural,,,,,Southwest,"10,900'","40.305766121845, -111.588389384570",,,,,,
1/17/2019,Salt Lake,West Monitor,Skier,Facets,2',80',800',Northeast,"10,000'",,,,,,,
1/17/2019,Salt Lake,Scotts Bluff,Unknown,Facets,,90',700',Northeast,"9,800'",,,,,,,
1/17/2019,Provo,Snake Creek,Snowmobiler,,"16""",175',,Northeast,"8,500'","40.555050658220, -111.552064406010",,,,,,
1/17/2019,Moab,Moab,Snowmobiler,,,,,,"8,500'",,,,,,,
1/17/2019,Salt Lake,Depth Hoar Bowl,Natural,New Snow/Old Snow Interface,"14""",35',500',Northeast,"9,600'","40.677090519658, -111.683771597460",,,,,,
1/16/2019,Salt Lake,Mt Olympus,Natural,,,,,Northwest,"6,300'","40.666984994804, -111.779451357420",,,,,,
1/16/2019,Ogden,Chili Peak,Skier,Surface Hoar,"12""",60',350',Northeast,"7,600'",,,,,,,
1/16/2019,Moab,Moab,Natural,Facets,2',200',,North,"11,000'","38.452965916462, -109.263839709210",,,,,,
1/16/2019,Moab,Moab,Natural,Facets,2',300',,North,"10,300'","38.466627251033, -109.280405032090",,,,,,
1/16/2019,Ogden,Banana Chute,Natural,New Snow/Old Snow Interface,"12""",150',400',Northwest,"8,500'",,,,,,,
1/16/2019,Ogden,Banana Chute,Skier,New Snow/Old Snow Interface,"8""",40',50',Northwest,"8,800'",,,,,,,
1/16/2019,Salt Lake,Raymond Glade,Skier,,"5""",50',,Northwest,"8,700'","40.665949943922, -111.700243713570",,,,,,
1/16/2019,Salt Lake,Flagstaff Ridge,Skier,,"6""",60',,South,"10,000'",,,,,,,
1/16/2019,Ogden,Ben Lomond,Skier,New Snow/Old Snow Interface,"8""",25',150',Northeast,"7,000'",,,,,,,
1/16/2019,Salt Lake,Sunset Peak,Skier,,"12""",250',,North,"10,400'",,,,,,,
1/13/2019,Provo,Provo Peak,Natural,,,,,,,"40.251232312611, -111.569144712990",,,,,,
1/13/2019,Provo,Provo Peak,Natural,,,,,East,"10,300'","40.236540644526, -111.558823572720",,,,,,
1/13/2019,Skyline,Trail Ridge,Snowmobiler,,3',40',,North,"9,500'","39.245071091601, -111.431922899820",,,,,,
1/13/2019,Uintas,Currant Creek Peak,Unknown,,2',70',,East,"10,100'","40.380165424642, -111.173121916420",,,,,,
